restaurant_title,restaurant_phoneNumber,restaurant_address,restaurant_numReview,restaurant_starCount,restaurant_price,restaurant_category,restaurant_district,restaurant_web
Kiki’s,(646) 882-7052,130 Division St,565,4,$$,"['Greek', 'Mediterranean']",Chinatown,https://www.yelp.com/biz/kikis-new-york?osq=Restaurants
Fish Cheeks,(212) 677-2223,55 Bond St,467,4.5,$$,"['Seafood', 'Thai', 'Live/Raw Food']",NoHo,https://www.yelp.com/biz/fish-cheeks-new-york?osq=Restaurants
The Grill,(212) 375-9001,99 E 52nd St,170,4,$$$$,"['Cocktail Bars', 'Venues & Event Spaces', 'American (Traditional)']",Midtown East,https://www.yelp.com/biz/the-grill-new-york-4?osq=Restaurants
Aska,(929) 337-6792,47 South 5th St,94,4.5,$$$$,"['Scandinavian', 'Bars']",Williamsburg - South Side,https://www.yelp.com/biz/aska-brooklyn-3?osq=Restaurants
Sushi by Bou Times Square,132 W 47th St,Theater District,477,4.5,$$$,"['Sushi Bars', 'Japanese']",Theater District,https://www.yelp.com/biz/sushi-by-bou-times-square-new-york?osq=Restaurants
La Lanterna Di Vittorio,(917) 639-3236,129 MacDougal St,1424,4,$$,"['Italian', 'Cafes', 'Ice Cream & Frozen Yogurt']",Greenwich Village,https://www.yelp.com/biz/la-lanterna-di-vittorio-new-york?osq=Restaurants
Clover Club,(718) 855-7939,210 Smith St,746,4,$$,"['Lounges', 'American (Traditional)', 'Cocktail Bars']",Cobble Hill,https://www.yelp.com/biz/clover-club-brooklyn?osq=Restaurants
The Maze,(646) 918-7519,32 W 32nd St,399,4,$$,"['Korean', 'Cocktail Bars', 'Mexican']",Koreatown,https://www.yelp.com/biz/the-maze-new-york-3?osq=Restaurants
The Horny Ram,(917) 261-4136,951 2nd Ave,409,4,$$,"['American (New)', 'Venues & Event Spaces', 'Gastropubs']",Midtown East,https://www.yelp.com/biz/the-horny-ram-new-york-2?osq=Restaurants
Pearl’s,(929) 276-3528,178 N 8th St,497,4,$$,"['Caribbean', 'Cocktail Bars']",Williamsburg - North Side,https://www.yelp.com/biz/pearls-brooklyn?osq=Restaurants
Tara Rose,(347) 265-6855,384 3rd Ave,60,4.5,-,[],Kips Bay,https://www.yelp.com/biz/tara-rose-new-york?osq=Restaurants
Kaia Wine Bar,(212) 722-0490,1614 3rd Ave,396,4,$$,"['South African', 'Tapas Bars', 'Cocktail Bars']",Yorkville,https://www.yelp.com/biz/kaia-wine-bar-new-york?osq=Restaurants
Five Senses,(212) 441-0005,9 W 32nd St,1329,4,$$,"['Korean', 'Barbeque']",Koreatown,https://www.yelp.com/biz/five-senses-new-york?osq=Restaurants
White Oak Tavern,(212) 260-2604,21 Waverly Pl,327,4,$$,"['American (New)', 'Whiskey Bars', 'Cocktail Bars']",Greenwich Village,https://www.yelp.com/biz/white-oak-tavern-new-york-2?osq=Restaurants
BH Kitchen & Bar,(212) 755-2166,20 E 49th St,130,4,$$,"['American (Traditional)', 'Cocktail Bars', 'Wine Bars']",Midtown East,https://www.yelp.com/biz/bh-kitchen-and-bar-new-york?osq=Restaurants
Breakroom,(212) 227-2802,83 Baxter St,1546,4.5,$$,"['Burgers', 'Tacos']",Chinatown,https://www.yelp.com/biz/breakroom-new-york?osq=Restaurants
Di An Di,(718) 576-3914,68 Greenpoint Ave,130,4,$$$$,"['Vietnamese', 'Cocktail Bars']",Greenpoint,https://www.yelp.com/biz/di-an-di-brooklyn-2?osq=Restaurants
Hakata Tonton,(212) 242-3699,61 Grove St,983,4,$$,['Japanese'],West Village,https://www.yelp.com/biz/hakata-tonton-new-york-3?osq=Restaurants
Zest Szechuan,(646) 870-0521,45 W 39th St,543,4,$$,"['Szechuan', 'Seafood']",Midtown West,https://www.yelp.com/biz/zest-szechuan-new-york?osq=Restaurants
Galli,(212) 966-9288,45 Mercer St,884,4,$$,"['Italian', 'Cocktail Bars', 'Wine Bars']",SoHo,https://www.yelp.com/biz/galli-new-york-5?osq=Restaurants
Meadowsweet,(718) 384-0673,149 Broadway,355,4,$$$,['American (Traditional)'],Williamsburg - South Side,https://www.yelp.com/biz/meadowsweet-brooklyn?osq=Restaurants
The Plaza Food Hall,(212) 546-5499,1 W 59th St,629,4,$$,['Food Court'],Midtown West,https://www.yelp.com/biz/the-plaza-food-hall-new-york?osq=Restaurants
Barrio Chino,(212) 228-6710,253 Broome St,1093,4,$$,"['Mexican', 'Bars']",Lower East Side,https://www.yelp.com/biz/barrio-chino-new-york?osq=Restaurants
Vanessa’s Dumpling House,(212) 625-8008,118A Eldridge St,2562,4,$,['Chinese'],Lower East Side,https://www.yelp.com/biz/vanessas-dumpling-house-new-york-2?osq=Restaurants
Oiji,(646) 767-9050,119 1st Ave,479,4.5,$$$,['Korean'],East Village,https://www.yelp.com/biz/oiji-new-york?osq=Restaurants
Salinas,(212) 776-1990,136 9th Ave,903,4,$$$$,"['Spanish', 'Bars']",Chelsea,https://www.yelp.com/biz/salinas-new-york?osq=Restaurants
Babbo,(212) 777-0303,110 Waverly Pl,2361,4,$$$$,['Italian'],Greenwich Village,https://www.yelp.com/biz/babbo-new-york?osq=Restaurants
omakase room by maaser,(212) 729-0636,321 Bleecker St,34,4.5,-,[],West Village,https://www.yelp.com/biz/omakase-room-by-maaser-new-york?osq=Restaurants
Sweet Chick,(718) 433-4064,46-42 Vernon Blvd,280,4,$$,"['Southern', 'American (Traditional)', 'Breakfast & Brunch']",Hunters Point,https://www.yelp.com/biz/sweet-chick-long-island-city?osq=Restaurants
Williamsburg Smorgasburg - Saturday,(718) 928-6603,90 Kent Ave,1092,4.5,$$,['Food Stands'],Williamsburg - North Side,https://www.yelp.com/biz/williamsburg-smorgasburg-saturday-brooklyn?osq=Restaurants
Au Za’atar,(212) 254-5660,188 Avenue A,745,4,$$,"['Wine Bars', 'Lebanese', 'Mediterranean']",East Village,https://www.yelp.com/biz/au-zaatar-new-york?osq=Restaurants
Arrogant Swine,(347) 328-5595,173 Morgan Ave,286,3.5,$$,['Barbeque'],East Williamsburg,https://www.yelp.com/biz/arrogant-swine-brooklyn-2?osq=Restaurants
Daniel,(212) 288-0033,60 E 65th St.,1549,4.5,$$$$,"['French', 'American (Traditional)', 'Cocktail Bars']",Upper East Side,https://www.yelp.com/biz/daniel-new-york-4?osq=Restaurants
Ootoya Times Square,(212) 704-0833,141 W 41st St,871,4,$$,"['Japanese', 'Sushi Bars']",Theater District,https://www.yelp.com/biz/ootoya-times-square-new-york-2?osq=Restaurants
Hold Fast Kitchen and Spirits,(917) 261-6691,364 W 46th St,228,5,$$,"['Cocktail Bars', 'Tapas/Small Plates']",Midtown West,https://www.yelp.com/biz/hold-fast-kitchen-and-spirits-new-york?osq=Restaurants
ilili,(212) 683-2929,236 5th Ave,2326,4,$$$,"['Mediterranean', 'Lebanese', 'Cocktail Bars']",Flatiron,https://www.yelp.com/biz/ilili-new-york-2?osq=Restaurants
Blanca,(347) 799-2807,261 Moore St,165,4,$$$$,['American (New)'],East Williamsburg,https://www.yelp.com/biz/blanca-brooklyn?osq=Restaurants
Le Parisien,(212) 889-5489,163 East 33rd St,926,4,$$,"['French', 'Salad', 'Breakfast & Brunch']",Murray Hill,https://www.yelp.com/biz/le-parisien-new-york?osq=Restaurants
Los Tacos No. 1,136 Church St,TriBeCa,21,4.5,-,[],TriBeCa,https://www.yelp.com/biz/los-tacos-no-1-new-york-5?osq=Restaurants
Los Tacos No.1,(929) 226-6237,229 W 43rd St,1449,4.5,$,['Tacos'],Theater District,https://www.yelp.com/biz/los-tacos-no-1-new-york-3?osq=Restaurants
Mu Ramen,(718) 707-0098,12-09 Jackson Ave,1169,3.5,$$,['Ramen'],Hunters Point,https://www.yelp.com/biz/mu-ramen-long-island-city-2?osq=Restaurants
Shuka,(212) 475-7500,38 Macdougal St,377,4,$$,"['Mediterranean', 'Cocktail Bars']",South Village,https://www.yelp.com/biz/shuka-new-york-3?osq=Restaurants
Forno Rosso,(718) 451-3800,327 Gold St,647,4,$$,"['Italian', 'Pizza', 'Cocktail Bars']",Downtown Brooklyn,https://www.yelp.com/biz/forno-rosso-downtown-brooklyn-2?osq=Restaurants
Churrascaria Plataforma,(212) 245-0505,316 W 49th St,1322,4,$$$$,"['Brazilian', 'Steakhouses']",Theater District,https://www.yelp.com/biz/churrascaria-plataforma-new-york-3?osq=Restaurants
Freemans,(212) 420-0012,Freeman Alley,2013,4,$$,"['Breakfast & Brunch', 'Lounges', 'American (Traditional)']",Lower East Side,https://www.yelp.com/biz/freemans-new-york-3?osq=Restaurants
The Meatball Shop,(212) 257-6121,1462 2nd Ave,676,3.5,$$,"['American (Traditional)', 'Italian']",Upper East Side,https://www.yelp.com/biz/the-meatball-shop-new-york-6?osq=Restaurants
Ravagh Persian Grill,(212) 696-0300,11 E 30th St,744,4,$$,"['Middle Eastern', 'Persian/Iranian', 'Mediterranean']",Midtown East,https://www.yelp.com/biz/ravagh-persian-grill-new-york-2?osq=Restaurants
YunShang Rice Noodle House,(646) 998-5223,53 Bayard St,142,4,$$,"['Chinese', 'Noodles', 'Asian Fusion']",Chinatown,https://www.yelp.com/biz/yunshang-rice-noodle-house-new-york-4?osq=Restaurants
Hakkasan,(212) 776-1818,311 W 43rd St,883,3.5,$$$$,['Chinese'],Midtown West,https://www.yelp.com/biz/hakkasan-new-york?osq=Restaurants
Trestle,(347) 808-0290,34-02 Broadway,281,4,$$,"['Cocktail Bars', 'American (New)']",Astoria,https://www.yelp.com/biz/trestle-astoria?osq=Restaurants
The Highwater,(917) 745-0407,3420 Broadway,308,4,$$,"['American (New)', 'Hawaiian', 'Tiki Bars']",Astoria,https://www.yelp.com/biz/the-highwater-astoria?osq=Restaurants
Indian Accent,(212) 842-8070,123 W 56th St,527,4.5,$$$$,['Indian'],Midtown West,https://www.yelp.com/biz/indian-accent-new-york?osq=Restaurants
Socarrat Paella Bar - Chelsea,(212) 462-1000,259 W 19th St,1119,4,$$$,"['Spanish', 'Tapas Bars', 'Tapas/Small Plates']",Chelsea,https://www.yelp.com/biz/socarrat-paella-bar-chelsea-new-york-3?osq=Restaurants
Uncle Boons,(646) 370-6650,7 Spring St,890,4,$$$,['Thai'],Nolita,https://www.yelp.com/biz/uncle-boons-new-york-2?osq=Restaurants
Pure Thai Cookhouse,(212) 581-0999,766 9th Ave,2453,4,$$,"['Thai', 'Noodles', 'Chicken Wings']",Theater District,https://www.yelp.com/biz/pure-thai-cookhouse-new-york?osq=Restaurants
Fuji Hibachi Japanese Steak House Sushi Bar,(212) 757-1820,321 W 42nd St,295,3.5,$$,"['Japanese', 'Steakhouses', 'Seafood']",Midtown West,https://www.yelp.com/biz/fuji-hibachi-japanese-steak-house-sushi-bar-new-york?osq=Restaurants
Cafe Argentino,(718) 782-9477,499 Grand St,225,4,$$,"['Argentine', 'Steakhouses', 'Cafes']",Williamsburg - North Side,https://www.yelp.com/biz/cafe-argentino-brooklyn?osq=Restaurants
Belle Reve,(212) 680-0101,305 Church St,156,4,$$,"['Bars', 'American (New)', 'Music Venues']",TriBeCa,https://www.yelp.com/biz/belle-reve-new-york?osq=Restaurants
Her Name Is Han,(212) 779-9990,17 E 31st St,1110,4,$$,"['Korean', 'Breakfast & Brunch', 'Cocktail Bars']",Midtown East,https://www.yelp.com/biz/her-name-is-han-new-york-3?osq=Restaurants
Norm’s Pizza,(718) 643-6679,345 Adams St,13,4.5,-,[],Downtown Brooklyn,https://www.yelp.com/biz/norms-pizza-brooklyn?osq=Restaurants
Manhatta,(212) 230-5788,28 Liberty St,362,4.5,$$$$,['American (New)'],Financial District,https://www.yelp.com/biz/manhatta-new-york?osq=Restaurants
Haenyeo,(718) 213-2290,239 5th Ave,85,4,-,[],Park Slope,https://www.yelp.com/biz/haenyeo-brooklyn?osq=Restaurants
Calaca,(347) 705-9824,139 Putnam Ave,170,4,$$,['Mexican'],Clinton Hill,https://www.yelp.com/biz/calaca-bedford-stuyvesant?osq=Restaurants
Maite,(718) 366-3090,159 Central Ave,173,4,$$,"['Bars', 'Spanish', 'Italian']",Bushwick,https://www.yelp.com/biz/maite-brooklyn?osq=Restaurants
Jeepney,(212) 533-4121,201 1st Ave,1049,4,$$,"['Filipino', 'Gastropubs', 'Breakfast & Brunch']",East Village,https://www.yelp.com/biz/jeepney-new-york?osq=Restaurants
Fancy Nancy,(347) 350-7289,1038 Bedford Ave,152,4,$$,"['Cocktail Bars', 'American (New)', 'Wine Bars']",Bedford Stuyvesant,https://www.yelp.com/biz/fancy-nancy-bedford-stuyvesant?osq=Restaurants
Grimaldi’s Pizzeria,(718) 858-4300,1 Front St,4554,3.5,$$,['Pizza'],DUMBO,https://www.yelp.com/biz/grimaldis-pizzeria-brooklyn-4?osq=Restaurants
Moloko,(718) 855-8927,705 Myrtle Ave,158,4.5,$$,"['Cocktail Bars', 'American (New)', 'Beer, Wine & Spirits']",Bedford Stuyvesant,https://www.yelp.com/biz/moloko-bedford-stuyvesant-4?osq=Restaurants
Olea,(718) 643-7003,171 Lafayette Ave,837,4,$$,"['Breakfast & Brunch', 'Mediterranean', 'Beer, Wine & Spirits']",Fort Greene,https://www.yelp.com/biz/olea-brooklyn-2?osq=Restaurants
Tiny Shanghai,(917) 261-7898,122 Mulberry St,220,4.5,$$,['Shanghainese'],Little Italy,https://www.yelp.com/biz/tiny-shanghai-new-york?osq=Restaurants
Sabai Thai Restaurant,(646) 476-4521,432 Park Ave S,215,4.5,$$,"['Thai', 'Vegetarian']",Flatiron,https://www.yelp.com/biz/sabai-thai-restaurant-new-york-3?osq=Restaurants
Lazy Siu’s,(929) 337-6352,742 Driggs Ave,17,5,-,[],Williamsburg - South Side,https://www.yelp.com/biz/lazy-sius-brooklyn?osq=Restaurants
Burke & Wills,(646) 823-9251,226 W 79th St,402,4,$$$,"['Australian', 'Bars', 'Desserts']",Upper West Side,https://www.yelp.com/biz/burke-and-wills-new-york?osq=Restaurants
Dalongyi Hot Pot,(917) 889-5539,159 Canal St,85,3.5,-,[],Chinatown,https://www.yelp.com/biz/dalongyi-hot-pot-new-york-3?osq=Restaurants
Four Five Six,(347) 916-0286,199 Richardson St,47,4.5,$$,"['Bars', 'Mediterranean']",East Williamsburg,https://www.yelp.com/biz/four-five-six-brooklyn?osq=Restaurants
Petra Bar & Restaurant,(718) 676-0926,523 Evergreen Ave,29,5,$$,"['Bars', 'American (New)']",Bushwick,https://www.yelp.com/biz/petra-bar-and-restaurant-brooklyn?osq=Restaurants
CK14 The Crooked Knife,(212) 929-4534,232 W 14th St,510,4,$$,"['Bars', 'Gastropubs', 'American (New)']",West Village,https://www.yelp.com/biz/ck14-the-crooked-knife-new-york-2?osq=Restaurants
Soba-ya,(212) 533-6966,229 E 9th St,1438,4,$$,"['Japanese', 'Noodles']",East Village,https://www.yelp.com/biz/soba-ya-new-york?osq=Restaurants
Saigon Grill & Bar,(718) 338-8883,4521 Ave N,198,4.5,$$,"['Vietnamese', 'Asian Fusion']",Mill Basin,https://www.yelp.com/biz/saigon-grill-and-bar-brooklyn-3?osq=Restaurants
Fornino,(718) 422-1107,Pier 6 Brooklyn Bridge Park,214,4,$$,"['Italian', 'Pizza']",Pier 6 Brooklyn Bridge Park,https://www.yelp.com/biz/fornino-brooklyn-5?osq=Restaurants
Keens Steakhouse,(212) 947-3636,72 W 36th St,2452,4,$$$$,"['Steakhouses', 'Desserts', 'Pubs']",Midtown West,https://www.yelp.com/biz/keens-steakhouse-new-york?osq=Restaurants
Myrtle Diner,750 Myrtle Ave,Bedford Stuyvesant,108,4.5,$$,"['Modern European', 'Tapas Bars', 'Japanese']",Bedford Stuyvesant,https://www.yelp.com/biz/750-myrtle-diner-bedford-stuyvesant-2?osq=Restaurants
Au Cheval Diner,33 Cortlandt Aly,Chinatown,321,4,-,[],Chinatown,https://www.yelp.com/biz/au-cheval-diner-new-york?osq=Restaurants
Hole in the Wall,(646) 858-0401,626 1st Ave,45,4.5,-,[],Murray Hill,https://www.yelp.com/biz/hole-in-the-wall-new-york-6?osq=Restaurants
Negril BK,(347) 721-3801,256 5th Ave,467,4,$$,['Caribbean'],Park Slope,https://www.yelp.com/biz/negril-bk-brooklyn?osq=Restaurants
John Brown Smokehouse,(347) 617-1120,10-43 44th Dr,868,4,$$,"['Barbeque', 'Smokehouse']",Long Island City,https://www.yelp.com/biz/john-brown-smokehouse-long-island-city-3?osq=Restaurants
Mamajuana Cafe Queens,(718) 565-6454,33-15 56th St,448,3,$$,['Latin American'],Woodside,https://www.yelp.com/biz/mamajuana-cafe-queens-woodside-3?osq=Restaurants
Baba’s Pierogies,(718) 222-0777,295 3rd Ave,373,4.5,$$,"['Modern European', 'Slovakian']",Gowanus,https://www.yelp.com/biz/babas-pierogies-brooklyn?osq=Restaurants
Locanda Verde,(212) 925-3797,377 Greenwich St,1575,4,$$$,"['Italian', 'Cocktail Bars', 'Breakfast & Brunch']",TriBeCa,https://www.yelp.com/biz/locanda-verde-new-york?osq=Restaurants
Tiger Sugar,(718) 438-2358,5903 8th Ave,62,4,$,"['Coffee & Tea', 'Bubble Tea', 'Taiwanese']",Borough Park,https://www.yelp.com/biz/tiger-sugar-brooklyn?osq=Restaurants
Calle Dao - Bryant Park,(212) 221-9002,38 W 39th St,1633,4,$$,"['Cuban', 'Cocktail Bars', 'Breakfast & Brunch']",Midtown West,https://www.yelp.com/biz/calle-dao-bryant-park-new-york?osq=Restaurants
VINATERÍA,(212) 662-8462,2211 Frederick Douglass Blvd,419,4,$$,"['Italian', 'Spanish', 'Seafood']",Harlem,https://www.yelp.com/biz/vinater%C3%ADa-new-york-4?osq=Restaurants
Jacob’s Pickles Time Out Market,55 Water St,DUMBO,15,4.5,-,[],DUMBO,https://www.yelp.com/biz/jacobs-pickles-time-out-market-brooklyn-2?osq=Restaurants
Sama Street,(929) 276-3140,988 Manhattan Ave,41,5,$$,"['Cocktail Bars', 'Pan Asian', 'Tapas/Small Plates']",Greenpoint,https://www.yelp.com/biz/sama-street-brooklyn-2?osq=Restaurants
Le Bernardin,(212) 554-1515,155 W 51st St,2451,4.5,$$$$,"['French', 'Lounges']",Theater District,https://www.yelp.com/biz/le-bernardin-new-york?osq=Restaurants
Industry Kitchen,(212) 487-9600,70 South St,553,3.5,$$,"['American (Traditional)', 'Breakfast & Brunch', 'Cocktail Bars']",70 South St,https://www.yelp.com/biz/industry-kitchen-new-york?osq=Restaurants
Wild Ink,(646) 974-7305,500 W 33rd St,97,4,$$$,['Asian Fusion'],Chelsea,https://www.yelp.com/biz/wild-ink-new-york?osq=Restaurants
Yara,(646) 476-7592,319 E 53rd St,65,4.5,-,[],Midtown East,https://www.yelp.com/biz/yara-new-york-2?osq=Restaurants
Hot N Juicy Crawfish,(646) 682-9492,243 W 14th St,452,4.5,$$,"['Cajun/Creole', 'Seafood']",West Village,https://www.yelp.com/biz/hot-n-juicy-crawfish-new-york-3?osq=Restaurants
Nobu Fifty Seven,(212) 757-3000,40 W 57th St,1149,4,$$$$,"['Sushi Bars', 'Japanese', 'Asian Fusion']",Midtown West,https://www.yelp.com/biz/nobu-fifty-seven-new-york-2?osq=Restaurants
Lillie’s Victorian Establishment,(212) 957-4530,249 W 49th St,1403,4,$$,"['Bars', 'Gastropubs', 'Burgers']",Theater District,https://www.yelp.com/biz/lillies-victorian-establishment-new-york-2?osq=Restaurants
BarBacon Hell’s Kitchen,(646) 362-0622,836 9th Ave,1163,4,$$,"['Gastropubs', 'American (Traditional)', 'Tacos']",Hell's Kitchen,https://www.yelp.com/biz/barbacon-hells-kitchen-new-york-2?osq=Restaurants
Bacchus Bistro & Wine Bar,(718) 852-1572,409-411 Atlantic Ave,454,4,$$,"['French', 'Wine Bars']",Boerum Hill,https://www.yelp.com/biz/bacchus-bistro-and-wine-bar-brooklyn-2?osq=Restaurants
Flame,(646) 870-0301,100 W 82nd St,368,4,$$,"['Sushi Bars', 'Japanese', 'Asian Fusion']",Upper West Side,https://www.yelp.com/biz/flame-new-york-3?osq=Restaurants
Sugarcane Raw Bar Grill,(718) 473-9555,55 Water St,518,4,$$$,"['Sushi Bars', 'Cocktail Bars', 'Tapas/Small Plates']",DUMBO,https://www.yelp.com/biz/sugarcane-raw-bar-grill-brooklyn-7?osq=Restaurants
Kang Ho Dong Baekjeong,(212) 966-9839,1 E 32nd St,1176,4,$$$,"['Korean', 'Barbeque']",Koreatown,https://www.yelp.com/biz/kang-ho-dong-baekjeong-new-york?osq=Restaurants
Suspenders Restaurant & Bar,(212) 732-5005,108 Greenwich St,246,4,$$,"['Gastropubs', 'Comfort Food']",Financial District,https://www.yelp.com/biz/suspenders-restaurant-and-bar-new-york-2?osq=Restaurants
The Mermaid Inn,(212) 674-5870,96 2nd Ave,1299,4,$$,['Seafood'],East Village,https://www.yelp.com/biz/the-mermaid-inn-new-york?osq=Restaurants
Friedman’s,(212) 971-9400,132 W 31st St,2262,4,$$,"['American (New)', 'Gluten-Free', 'Breakfast & Brunch']",Midtown West,https://www.yelp.com/biz/friedmans-new-york-59?osq=Restaurants
Tuk Tuk,(718) 472-5597,4906 Vernon Blvd,661,4,$$,['Thai'],Hunters Point,https://www.yelp.com/biz/tuk-tuk-long-island-city?osq=Restaurants
Il Porto Ristorante,(718) 624-0954,37 Washington Ave,306,4,$$,"['Pizza', 'Italian']",37 Washington Ave,https://www.yelp.com/biz/il-porto-ristorante-brooklyn?osq=Restaurants
Loring Place,(212) 388-1831,21 W 8th St,369,4.5,$$$,['American (New)'],Greenwich Village,https://www.yelp.com/biz/loring-place-new-york-2?osq=Restaurants
Don Angie,(212) 889-8884,103 Greenwich Ave,267,4.5,$$$,"['Italian', 'American (New)']",West Village,https://www.yelp.com/biz/don-angie-new-york?osq=Restaurants
Milk And Roses,(718) 389-0160,1110 Manhattan Ave,357,4,$$,"['Italian', 'Venues & Event Spaces', 'American (New)']",Greenpoint,https://www.yelp.com/biz/milk-and-roses-brooklyn?osq=Restaurants
Zuma,(212) 544-9862,261 Madison Ave,606,3.5,$$$$,"['Sushi Bars', 'Japanese']",Murray Hill,https://www.yelp.com/biz/zuma-new-york-2?osq=Restaurants
Ops,(718) 386-4009,346 Himrod St,111,4.5,$$,"['Pizza', 'Wine Bars', 'Breakfast & Brunch']",Bushwick,https://www.yelp.com/biz/ops-brooklyn?osq=Restaurants
Crispo,(212) 229-1818,240 W 14th St,931,4,$$,['Italian'],West Village,https://www.yelp.com/biz/crispo-new-york?osq=Restaurants
Fish,(212) 727-2879,280 Bleecker St,1423,4,$$,['Seafood'],West Village,https://www.yelp.com/biz/fish-new-york?osq=Restaurants
Pig Heaven,(212) 744-4333,1420 3rd Ave,312,4,$$,"['Barbeque', 'Chinese']",Upper East Side,https://www.yelp.com/biz/pig-heaven-new-york-3?osq=Restaurants
Minnie’s,(646) 726-4245,29 Clinton St,125,4,$$,['American (Traditional)'],Lower East Side,https://www.yelp.com/biz/minnies-new-york?osq=Restaurants
Piccolo Angolo Restaurant,(212) 229-9177,621 Hudson St,531,4,$$,['Italian'],West Village,https://www.yelp.com/biz/piccolo-angolo-restaurant-new-york?osq=Restaurants
The Tuck Room,(212) 776-8273,11 Fulton St,246,3.5,$$,"['Tapas/Small Plates', 'American (New)', 'Cocktail Bars']",South Street Seaport,https://www.yelp.com/biz/the-tuck-room-new-york?osq=Restaurants
The Bonnie,(718) 274-2105,29-12 23rd Ave,582,4,$$,"['Bars', 'Gastropubs', 'Beer Gardens']",Astoria,https://www.yelp.com/biz/the-bonnie-astoria?osq=Restaurants
Balthazar Restaurant,(212) 965-1414,80 Spring St,2991,4,$$$,"['French', 'Breakfast & Brunch']",SoHo,https://www.yelp.com/biz/balthazar-restaurant-new-york?osq=Restaurants
Park Avenue Tavern,(212) 867-4484,99 Park Ave,719,4,$$,"['American (Traditional)', 'Cocktail Bars', 'Salad']",Murray Hill,https://www.yelp.com/biz/park-avenue-tavern-new-york?osq=Restaurants
The Flatiron Room,(212) 725-3860,37 W 26th St,760,4.5,$$$,"['Lounges', 'Jazz & Blues', 'American (Traditional)']",Flatiron,https://www.yelp.com/biz/the-flatiron-room-new-york-3?osq=Restaurants
Ricardo Steak House,(212) 289-5895,2145 2nd Ave,1005,4,$$$,"['Steakhouses', 'American (New)', 'Seafood']",East Harlem,https://www.yelp.com/biz/ricardo-steak-house-new-york?osq=Restaurants
Tony’s Di Napoli,(212) 888-6333,1081 3rd Ave,635,4,$$,['Italian'],Upper East Side,https://www.yelp.com/biz/tonys-di-napoli-new-york-7?osq=Restaurants
Sisters,(347) 763-2537,900 Fulton St,270,3,$$,"['Music Venues', 'American (New)']",Clinton Hill,https://www.yelp.com/biz/sisters-brooklyn-3?osq=Restaurants
Pylos,(212) 473-0220,128 E 7th St,1100,4.5,$$$,['Greek'],East Village,https://www.yelp.com/biz/pylos-new-york?osq=Restaurants
Barbalu Restaurant,(646) 918-6565,225-227 Front St,273,4,$$,"['Italian', 'Salad', 'Sandwiches']",South Street Seaport,https://www.yelp.com/biz/barbalu-restaurant-new-york?osq=Restaurants
Ampersand,(212) 477-8100,294 3rd Ave,201,4.5,$$,"['Cocktail Bars', 'American (New)']",Gramercy,https://www.yelp.com/biz/ampersand-new-york-2?osq=Restaurants
Cherry Point,(718) 389-3828,664 Manhattan Ave,134,4.5,$$,"['Cocktail Bars', 'British', 'Modern European']",Greenpoint,https://www.yelp.com/biz/cherry-point-brooklyn?osq=Restaurants
Clinton Hall,(212) 363-6000,90 Washington St,615,3.5,$$,"['Bars', 'American (New)', 'Beer Gardens']",Financial District,https://www.yelp.com/biz/clinton-hall-new-york?osq=Restaurants
Extra Virgin,(212) 691-9359,259 W 4th St,1222,3.5,$$,"['Seafood', 'Greek', 'Italian']",West Village,https://www.yelp.com/biz/extra-virgin-new-york?osq=Restaurants
Cafe Mogador,(212) 677-2226,101 St Marks Pl,1846,4,$$,"['Moroccan', 'Middle Eastern', 'Breakfast & Brunch']",East Village,https://www.yelp.com/biz/cafe-mogador-new-york?osq=Restaurants
Club A Steakhouse,(212) 688-4190,240 E 58th St,2671,4.5,$$$,['Steakhouses'],Midtown East,https://www.yelp.com/biz/club-a-steakhouse-new-york?osq=Restaurants
Taboonette,(212) 510-7881,30 E 13th St,822,4,$$,"['Mediterranean', 'Middle Eastern', 'American (New)']",Union Square,https://www.yelp.com/biz/taboonette-new-york?osq=Restaurants
Imani Caribbean Kitchen & Bar,(718) 923-0100,271 Adelphi St,363,4,$$,"['Caribbean', 'American (New)']",Fort Greene,https://www.yelp.com/biz/imani-caribbean-kitchen-and-bar-brooklyn-2?osq=Restaurants
Kings Co Imperial,(718) 610-2000,20 Skillman Ave,271,4,$$,['Chinese'],Williamsburg - North Side,https://www.yelp.com/biz/kings-co-imperial-brooklyn?osq=Restaurants
Nai Tapas,(212) 677-1030,85 2nd Ave,881,4,$$,"['Tapas Bars', 'Tapas/Small Plates', 'Spanish']",East Village,https://www.yelp.com/biz/nai-tapas-new-york-4?osq=Restaurants
Hillstone Restaurant,(212) 888-3828,888 3rd Ave,1056,4,$$$,"['Jazz & Blues', 'American (New)', 'Sushi Bars']",Midtown East,https://www.yelp.com/biz/hillstone-restaurant-new-york-3?osq=Restaurants
Fette Sau,(718) 963-3404,354 Metropolitan Ave,2228,4,$$,"['Barbeque', 'Cocktail Bars']",Williamsburg - North Side,https://www.yelp.com/biz/fette-sau-brooklyn?osq=Restaurants
Gersi,(347) 889-5077,316 Court St,228,4.5,$$,"['Italian', 'Wine Bars', 'Breakfast & Brunch']",Carroll Gardens,https://www.yelp.com/biz/gersi-brooklyn?osq=Restaurants
Hard Times Christmas Liquors at the Sunset bar,(917) 966-1666,445 Troutman St,354,4,$$,"['Cocktail Bars', 'American (Traditional)']",445 Troutman St,https://www.yelp.com/biz/hard-times-christmas-liquors-at-the-sunset-bar-brooklyn?osq=Restaurants
